メーンディッシュ	main|dish	M_EY1_N|D_IH1_SH
ノーマライゼーション	normalization	N_AO2_R_M_AH0_L_IH0_Z_EY1_SH_AH0_N
エアポンプ	air|pump	EH1_R|P_AH1_M_P
アイマスク	eye|mask	AY1|M_AE1_S_K
フィッシュカツ	fish|cuts	F_IH1_SH|K_AH1_T_S
ポリシ	policy	P_AA1_L_AH0_S_IY0
コメント	comment	K_AA1_M_EH0_N_T
シガー	cigar	S_IH0_G_AA1_R
ランウエイ	runway	R_AH1_N_W_EY2
スタディオ	studio	S_T_UW1_D_IY0_OW2
トピアリー	topiary	T_OW1_P_IY0_EH2_R_IY0
ウイ	oui	W_IY1
エコノミスト	economist	IH0_K_AA1_N_AH0_M_IH0_S_T
チャンピオンフラッグ	champion|flag	CH_AE1_M_P_IY0_AH0_N|F_L_AE1_G
グレーコード	gray|code	G_R_EY1|K_OW1_D
ネクロマンサー	necromancer	N_EH1_K_R_AH0_M_AE2_N_S_ER0
バリトンサクソフォン	baritone|saxophone	B_EH1_R_AH0_T_OW2_N|S_AE1_K_S_AH0_F_OW2_N
エティモロジー	etymology	EH2_T_AH0_M_AA1_L_AH0_JH_IY0
タイア	tire	T_AY1_ER0
バンシー	banshee	B_AE0_N_SH_IY1
メロデー	melody	M_EH1_L_AH0_D_IY0
フロントオフェス	front|office	F_R_AH1_N_T|AO1_F_AH0_S
カラーコーディネーター	color|coordinator	K_AH1_L_ER0|K_OW0_AO1_R_D_AH0_N_EY2_T_ER0
エアブレーキ	air|brake	EH1_R|B_R_EY1_K
グッピー	guppy	G_AH1_P_IY0
スリーバント	three|bunt	TH_R_IY1|B_AH1_N_T
インプリメント	implement	IH1_M_P_L_AH0_M_AH0_N_T
アイスリンク	ice|rink	AY1_S|R_IH1_NG_K
ツデー	today	T_AH0_D_EY1
エンドゾーン	end|zone	EH1_N_D|Z_OW1_N
バーコードスキャナー	bar|code|scanner	B_AA1_R|K_OW1_D|S_K_AE1_N_ER0
キャッチャーズミット	catcher's|mitt	K_AE1_CH_ER2_Z|M_IH1_T
メディアプレーヤー	media|player	M_IY1_D_IY0_AH0|P_L_EY1_ER0
スパゲティウエスタン	spaghetti|western	S_P_AH0_G_EH1_T_IY0|W_EH1_S_T_ER0_N
リクリエーション	recreation	R_EH2_K_R_IY0_EY1_SH_AH0_N
オープンドア	open|door	OW1_P_AH0_N|D_AO1_R
ヒルクライム	hill|climb	HH_IH1_L|K_L_AY1_M
アップルサイダー	apple|cider	AE1_P_AH0_L|S_AY1_D_ER0
ターンアラウンド	turnaround	T_ER1_N_ER0_AW2_N_D
メダリスト	medalist	M_EH1_D_AH0_L_IH0_S_T
パッショネート	passionate	P_AE1_SH_AH0_N_AH0_T
ビター	bitter	B_IH1_T_ER0
グルーミング	grooming	G_R_UW1_M_IH0_NG
モービルホーム	mobile|home	M_OW1_B_AH0_L|HH_OW1_M
ディメンションメンバ	dimension|member	D_IH0_M_EH1_N_SH_AH0_N|M_EH1_M_B_ER0
テーパーゲージ	taper|gauge	T_EY1_P_ER0|G_EY1_JH
ライザーカード	riser|card	R_AY1_Z_ER0|K_AA1_R_D
アドミニストレーター	administrator	AH0_D_M_IH1_N_IH0_S_T_R_EY2_T_ER0
パスポート	passport	P_AE1_S_P_AO2_R_T
レーゾンデートル	raison|d'etre	R_EY1_S_AA0_N|D_EH1_T_R_IY0
フィールド	field	F_IY1_L_D
フライト	flight	F_L_AY1_T
パンクチュエーション	punctuation	P_AH2_NG_K_CH_UW0_EY1_SH_AH0_N
メンバ	member	M_EH1_M_B_ER0
デキストラン	dextran	D_EH1_K_S_T_R_AE2_N
エスニックルック	ethnic|look	EH1_TH_N_IH0_K|L_UH1_K
ナイトルースト	night|roost	N_AY1_T|R_UW1_S_T
チリペッパー	chili|pepper	CH_IH1_L_IY0|P_EH1_P_ER0
ディマンドバス	demand|bus	D_IH0_M_AE1_N_D|B_AH1_S
フルショット	full|shot	F_UH1_L|SH_AA1_T
スローボール	slow|ball	S_L_OW1|B_AO1_L
モーゲージローン	mortgage|loan	M_AO1_R_G_AH0_JH|L_OW1_N
アイコンボタン	icon|button	AY1_K_AA0_N|B_AH1_T_AH0_N
サポートウェア	support|ware	S_AH0_P_AO1_R_T|W_EH1_R
カリグラフィー	calligraphy	K_AH0_L_IH1_G_R_AH0_F_IY0
シェード	shade	SH_EY1_D
スクワッター	squatter	S_K_W_AA1_T_ER0
コンパス	compass	K_AH1_M_P_AH0_S
オートノミー	autonomy	AO0_T_AA1_N_AH0_M_IY0
スプレー	spray	S_P_R_EY1
バリヤー	barrier	B_AE1_R_IY0_ER0
インプレッシブ	impressive	IH2_M_P_R_EH1_S_IH0_V
バリアーフリー	barrier|free	B_AE1_R_IY0_ER0|F_R_IY1
オフビート	off|beat	AO1_F|B_IY1_T
ミドル	middle	M_IH1_D_AH0_L
トニックウオーター	tonic|water	T_AA1_N_IH0_K|W_AO1_T_ER0
ニュービジネス	new|business	N_UW1|B_IH1_Z_N_AH0_S
ガバージン	gabardine	G_AE1_B_ER0_D_IY2_N
ジャンパポスト	jumper|post	JH_AH1_M_P_ER0|P_OW1_S_T
スリフト	thrift	TH_R_IH1_F_T
ウォーミングアップ	warming|up	W_AO1_R_M_IH0_NG|AH1_P
ウェイトレス	waitress	W_EY1_T_R_AH0_S
インテリジェントケーブル	intelligent|cable	IH2_N_T_EH1_L_AH0_JH_AH0_N_T|K_EY1_B_AH0_L
ドレーンコック	drain|cock	D_R_EY1_N|K_AA1_K
パストラーミ	pastrami	P_AH0_S_T_R_AA1_M_IY0
ダブルバスーン	double|bassoon	D_AH1_B_AH0_L|B_AH0_S_UW1_N
シューティング	shooting	SH_UW1_T_IH0_NG
メリトクラシー	meritocracy	M_EH0_R_IH0_T_AO1_K_R_AH0_S_IY0
シビックセンター	civic|center	S_IH1_V_IH0_K|S_EH1_N_T_ER0
ソーシャルケースワーク	social|casework	S_OW1_SH_AH0_L|K_EY1_S_W_ER2_K
ストーンサークル	stone|circle	S_T_OW1_N|S_ER1_K_AH0_L
パンチカード	punch|card	P_AH1_N_CH|K_AA1_R_D
ファインアート	fine|art	F_AY1_N|AA1_R_T
カウル	cowl	K_AW1_L
クリエーティビティ	creativity	K_R_IY2_EY0_T_IH1_V_AH0_T_IY0
ファクション	faction	F_AE1_K_SH_AH0_N
ストロマ	stroma	S_T_R_OW1_M_AH0
ユウトピア	utopia	Y_UW0_T_OW1_P_IY0_AH0
チーフアナリスト	chief|analyst	CH_IY1_F|AE1_N_AH0_L_IH0_S_T
ブリー	brie	B_R_IY1
サーティーン	thirteen	TH_ER1_T_IY1_N
アイシング	icing	AY1_S_IH0_NG
デダクション	deduction	D_IH0_D_AH1_K_SH_AH0_N
サーティフィケート	certificate	S_ER0_T_IH1_F_IH0_K_AH0_T
ポールポジション	pole|position	P_OW1_L|P_AH0_Z_IH1_SH_AH0_N
リブレット	libretto	L_IH0_B_R_EH1_T_OW2
スナッチ	snatch	S_N_AE1_CH
キッパー	kipper	K_IH1_P_ER0
リスクファクター	risk|factor	R_IH1_S_K|F_AE1_K_T_ER0
シェラック	shellac	SH_EH1_L_AE2_K
クイーンエンゼル	queen|angel	K_W_IY1_N|EY1_N_JH_AH0_L
カラースキーム	color|scheme	K_AH1_L_ER0|S_K_IY1_M
トマスカップ	thomas|cup	T_AA1_M_AH0_S|K_AH1_P
コンセプト	concept	K_AA1_N_S_EH0_P_T
システムプロンプト	system|prompt	S_IH1_S_T_AH0_M|P_R_AA1_M_P_T
ピークパフォーマンスダイブ	peak|performance|dive	P_IY1_K|P_ER0_F_AO1_R_M_AH0_N_S|D_AY1_V
エオアントロプス	piltdown|man	P_IH1_L_T_D_AW2_N|M_AE1_N
リカーシブ	recursive	R_IY2_K_ER1_S_IH0_V
ディフォルト	default	D_IH0_F_AO1_L_T
フロンティアスピリット	frontier|spirit	F_R_AH0_N_T_IH1_R|S_P_IH1_R_AH0_T
キブツ	kibbutz	K_IH0_B_UH1_T_S
トランザクションコミットメント	transaction|commitment	T_R_AE0_N_Z_AE1_K_SH_AH0_N|K_AH0_M_IH1_T_M_AH0_N_T
クリアキー	clear|key	K_L_IH1_R|K_IY1
テレグラフ	telegraph	T_EH1_L_AH0_G_R_AE2_F
デジタルオーディオ	digital|audio	D_IH1_JH_AH0_T_AH0_L|AA1_D_IY0_OW2
ピューマ	puma	P_UW1_M_AH0
スポーク	spoke	S_P_OW1_K
フラッシュニュース	flash|news	F_L_AE1_SH|N_UW1_Z
ウイルスチェック	virus|check	V_AY1_R_AH0_S|CH_EH1_K
コンベンショナルメモリー	conventional|memory	K_AH0_N_V_EH1_N_SH_AH0_N_AH0_L|M_EH1_M_ER0_IY0
インサイト	insight	IH1_N_S_AY2_T
アプリケーションストア	application|store	AE2_P_L_AH0_K_EY1_SH_AH0_N|S_T_AO1_R
ワルソー	warsaw	W_AO1_R_S_AO2
オポッサム	opossum	OW0_P_AA1_S_AH0_M
プラットホーム	platform	P_L_AE1_T_F_AO2_R_M
ニューブランズウィック	new|brunswick	N_UW1|B_R_AH1_N_Z_W_IH0_K
オンボード	on|board	AA1_N|B_AO1_R_D
ハンドアウト	handout	HH_AE1_N_D_AW2_T
ミックスフライ	mix|fry	M_IH1_K_S|F_R_AY1
ソイソース	soy|sauce	S_OY1|S_AO1_S
ヒットパレード	hit|parade	HH_IH1_T|P_ER0_EY1_D
ニューヨーカー	new|yorker	N_UW1|Y_AO1_R_K_ER0
マッチポンプ	match|pump	M_AE1_CH|P_AH1_M_P
ゲートウェイドラッグ	gateway|drug	G_EY1_T_W_EY2|D_R_AH1_G
アンチロマン	anti|roman	AE1_N_T_IY2|R_OW1_M_AH0_N
アンヴィル	anvil	AE1_N_V_AH0_L
ツイーザーズ	tweezers	T_W_IY1_Z_ER0_Z
パワーランチ	power|lunch	P_AW1_ER0|L_AH1_N_CH
アップリンク	uplink	UW1_P_L_IH2_NG_K
カリプソ	calypso	K_AH0_L_IH1_P_S_OW2
メイドバイ	made|by	M_EY1_D|B_AY1
ユニティー	unity	Y_UW1_N_IH0_T_IY0
エルゴノミクス	ergonomics	ER2_G_AH0_N_AA1_M_IH0_K_S
セパレート	separate	S_EH1_P_ER0_EY2_T
トレイ	tray	T_R_EY1
イートンカラー	eton|collar	IY1_T_AH0_N|K_AA1_L_ER0
ゴールデンウィーク	golden|week	G_OW1_L_D_AH0_N|W_IY1_K
サンマー	summer	S_AH1_M_ER0
ダウト	doubt	D_AW1_T
メールチェック	mail|check	M_EY1_L|CH_EH1_K
シアー	sheer	SH_IH1_R
マスターワークステーション	master|workstation	M_AE1_S_T_ER0|W_ER1_K_S_T_EY2_SH_AH0_N
ワーキングウーマン	working|woman	W_ER1_K_IH0_NG|W_UH1_M_AH0_N
ジャパン	japan	JH_AH0_P_AE1_N
アフィニティークロマトグラフィー	affinity|chromatography	AH0_F_IH1_N_IH0_T_IY0|K_R_OW0_M_AH0_T_AA1_G_R_AH0_F_IY0
エスカレーション	escalation	EH2_S_K_AH0_L_EY1_SH_AH0_N
コンバータ	converter	K_AH0_N_V_ER1_T_ER0
アイスクライミング	ice|climbing	AY1_S|K_L_AY1_M_IH0_NG
インサーション	insertion	IH2_N_S_ER1_SH_AH0_N
ラーマ	rama	R_AA1_M_AH0
ネールエナメル	nail|enamel	N_EY1_L|IH0_N_AE1_M_AH0_L
デュエル	duel	D_UW1_AH0_L
スクイッド	squid	S_K_W_IH1_D
ラインプリンタ	line|printer	L_AY1_N|P_R_IH1_N_T_ER0
スタンプ	stump	S_T_AH1_M_P
ビクティム	victim	V_IH1_K_T_IH0_M
チェックブック	checkbook	CH_EH1_K_B_UH2_K
ラフプレー	rough|play	R_AH1_F|P_L_EY1
テレビジョンコマーシャル	television|commercial	T_EH1_L_IH0_V_IH0_ZH_AH0_N|K_AH0_M_ER1_SH_AH0_L
ブライダル	bridal	B_R_AY1_D_AH0_L
モンク	monk	M_AH1_NG_K
コマーシャリズム	commercialism	K_AH0_M_ER1_SH_AH0_L_IH2_Z_AH0_M
アウトバック	outback	AW1_T_B_AE2_K
ビアガーデン	beer|garden	B_IH1_R|G_AA1_R_D_AH0_N
アウトフィールド	outfield	AW1_T_F_IY2_L_D
シーク	sheikh	SH_IY1_K
スノーボード	snowboard	S_N_OW1_B_AO2_R_D
エコバック	eco|bag	IY1_K_OW0|B_AE1_G
リフレクタ	reflector	R_IH0_F_L_EH1_K_T_ER0
ヘザー	heather	HH_EH1_DH_ER0
リピータ	repeater	R_IH0_P_IY1_T_ER0
シェリフ	sheriff	SH_EH1_R_AH0_F
アーケードコントローラー 	arcade|controller	AA0_R_K_EY1_D|K_AH0_N_T_R_OW1_L_ER0
メカニカルオートメーション	mechanical|automation	M_AH0_K_AE1_N_IH0_K_AH0_L|AO0_T_AH0_M_EY1_SH_AH0_N
ベビー	baby	B_EY1_B_IY0
リージョンコード	region|code	R_IY1_JH_AH0_N|K_OW1_D
ハングリー	hungry	HH_AH1_NG_G_R_IY0
ブラインドタッチ	typing|touch	T_AY1_P_IH0_NG|T_AH1_CH
クリティック	critic	K_R_IH1_T_IH0_K
フォールディングナイフ	folding|knife	F_OW1_L_D_IH0_NG|N_AY1_F
アジャスト	adjust	AH0_JH_AH1_S_T
ハイジャンプ	high|jump	HH_AY1|JH_AH1_M_P
バーミリオン	vermilion	V_ER0_M_IH1_L_Y_AH0_N
アック	ack	AE1_K
ファイルセット	file|set	F_AY1_L|S_EH1_T
ソーラーカー	solar|car	S_OW1_L_ER0|K_AA1_R
グリーンティー	green|tea	G_R_IY1_N|T_IY1
サイドポケット	side|pocket	S_AY1_D|P_AA1_K_AH0_T
カートゥーン	cartoon	K_AA0_R_T_UW1_N
ポストマスター	postmaster	P_OW1_S_T_M_AE2_S_T_ER0
アドモード	add|mode	AE1_D|M_OW1_D
アイドルギア	idle|gear	AY1_D_AH0_L|G_IH1_R
リダクション	reduction	R_IH0_D_AH1_K_SH_AH0_N
シンセサイザー	synthesizer	S_IH1_N_TH_AH0_S_AY2_Z_ER0
コーラルシーグレゴリー	coral|sea|gregory	K_AO1_R_AH0_L|S_IY1|G_R_EH1_G_ER0_IY0
バックストリート	backstreet	B_AE1_K_S_T_IY2_T
アピアランスマネー	appearance|money	AH0_P_IH1_R_AH0_N_S|M_AH1_N_IY0
アーヤトッラー	ayatollah	AY2_AH0_T_OW1_L_AH0
ファイアウオール	firewall	F_AY1_R_W_AA0_L
サーン	cern	S_ER1_N
ランニングシャツ	running|shirts	R_AH1_N_IH0_NG|SH_ER1_T_S
ヤードセール	yard|sale	Y_AA1_R_D|S_EY1_L
モチーフ	motif	M_OW0_T_IY1_F
コーンブレッド	corn|bread	K_AO1_R_N|B_R_EH1_D
サービスルーチンプログラム	service|routine|program	S_ER1_V_AH0_S|R_UW0_T_IY1_N|P_R_OW1_G_R_AE2_M
バズセッション	buzz|session	B_AH1_Z|S_EH1_SH_AH0_N
ブチル	butyl	B_Y_UW1_T_AH0_L
スタンダードモード	standard|mode	S_T_AE1_N_D_ER0_D|M_OW1_D
ドローワー	drawer	D_R_AO1_R
ダイヤモンドカーソル	diamond|cursor	D_AY1_M_AH0_N_D|K_ER1_S_ER0
フルレングス	full|length	F_UH1_L|L_EH1_NG_K_TH
メーンフレーム	mainframe	M_EY1_N_F_R_EY2_M
メインディレクトリ	main|directory	M_EY1_N|D_ER0_EH1_K_T_ER0_IY0
ストリートボード	street|board	S_T_R_IY1_T|B_AO1_R_D
タワークレーン	tower|crane	T_AW1_ER0|K_R_EY1_N
サラダ	salada	S_AH0_L_AA1_D_AH0
ミニパトカー	mini|pat|car	M_IH1_N_IY0|P_AE1_T|K_AA1_R
スクレイパ	scraper	S_K_R_EY1_P_ER0
イネイブラー	enabler	EH0_N_EY1_B_AH0_L_ER0
ウィード	weed	W_IY1_D
グラマラス	glamorous	G_L_AE1_M_ER0_AH0_S
リットル	liter	L_IY1_T_ER0
クイン	queen	K_W_IY1_N
グスベリー	gooseberry	G_UW1_S_B_EH2_R_IY0
タンゼント	tangent	T_AE1_N_JH_AH0_N_T
モバイルインターネット	mobile|internet	M_OW1_B_AH0_L|IH1_N_T_ER0_N_EH2_T
チョークストライプ	chalk|stripe	CH_AA1_K|S_T_R_AY1_P
スナップイン	snap|in	S_N_AE1_P|IH0_N
ポーセリンアート	porcelain|art	P_AO1_R_S_AH0_L_AH0_N|AA1_R_T
エアステーション	air|station	EH1_R|S_T_EY1_SH_AH0_N
システムダウン	system|dawn	S_IH1_S_T_AH0_M|D_AO1_N
チーフメート	chief|mate	CH_IY1_F|M_EY1_T
ガウチョパンツ	gaucho|pants	G_AW1_CH_OW0|P_AE1_N_T_S
ディフェンディングチャンピオン	defending|champion	D_IH0_F_EH1_N_D_IH0_NG|CH_AE1_M_P_IY0_AH0_N
クルーガーランド	krugerrand	K_R_UW0_G_EH1_R_AE0_N_D
インモーラル	immoral	IH2_M_AO1_R_AH0_L
ナショナルスト	nationalist	N_AE1_SH_AH0_N_AH0_L_AH0_S_T
ハーバー	harbor	HH_AA1_R_B_ER0
サンチーム	centime	S_EH1_N_T_AY2_M
オーガ	ogre	OW1_G_ER0
パーマネント	permanent	P_ER1_M_AA0_N_EH2_N_T
ロイヤリティー	royalty	R_OY1_AH0_L_T_IY0
スポーツドリンク	sports|drink	S_P_AO1_R_T_S|D_R_IH1_NG_K
ローンスキー	lawn|ski	L_AO1_N|S_K_IY1
ブレイク	break	B_R_EY1_K
バウチャー	voucher	V_AW1_CH_ER0
ウィンカー	winker	W_IH1_NG_K_ER0
アウトロー	outlaw	AW1_T_L_AO2
ホワイトデイ	white|day	W_AY1_T|D_EY1
スピンドル	spindle	S_P_IH1_N_D_AH0_L
トゥシューズ	toe|shoes	T_OW1|SH_UW1_Z
エッグプラント	eggplant	EH1_G_P_L_AE2_N_T
ビッグチャンス	big|chance	B_IH1_G|CH_AE1_N_S
ハーモニー	harmony	HH_AA1_R_M_AH0_N_IY0
オンシーズン	on|season	AA1_N|S_IY1_Z_AH0_N
レント	lento	L_EH1_N_T_OW0
アノードスライム	anode|slime	AE1_N_OW2_D|S_L_AY1_M
スカイクレーン	sky|crane	S_K_AY1|K_R_EY1_N
サンクション	sanction	S_AE1_NG_K_SH_AH0_N
スチュワード	steward	S_T_UW1_ER0_D
メディアラボ	media|lab	M_IY1_D_IY0_AH0|L_AE1_B
ギャモン	gammon	G_AE1_M_AH0_N
スカイダイビング	skydiving	S_K_AY1_D_AY0_V_IH0_NG
リテール	retail	R_IY1_T_EY2_L
スネイク	snake	S_N_EY1_K
ソフトキャンディ	soft|candy	S_AA1_F_T|K_AE1_N_D_IY0
ハードコート	hard|court	HH_AA1_R_D|K_AO1_R_T
ドリンカー	drinker	D_R_IH1_NG_K_ER0
プロダクションシステム	production|system	P_R_AH0_D_AH1_K_SH_AH0_N|S_IH1_S_T_AH0_M
ホールインワン	hole|in|one	HH_OW1_L|IH0_N|W_AH1_N
ウィンドウシステム	window|system	W_IH1_N_D_OW0|S_IH1_S_T_AH0_M
ビエンナーレ	biennale	B_IY0_EH1_N_EY2_L
ウェブブラウザ	web|browser	W_EH1_B|B_R_AW1_Z_ER0
シビック	civic	S_IH1_V_IH0_K
モバイルギア	mobile|gear	M_OW1_B_AH0_L|G_IH1_R
バブーシュカ	babushka	B_AH0_B_UH1_SH_K_AH0
トロピカルフルーツ	tropical|fruits	T_R_AA1_P_IH0_K_AH0_L|F_R_UW1_T_S
ブロッター	blotter	B_L_AA1_T_ER0
ムートン	mouton	M_UW1_T_AO0_N
チャンピオンシップ	championship	CH_AE1_M_P_IY0_AH0_N_SH_IH2_P
トリプルアクセル	triple|axel	T_R_IH1_P_AH0_L|AE1_K_S_AH0_L
クロッシングゾーン	crossing|zone	K_R_AO1_S_IH0_NG|Z_OW1_N
バラエティ	variety	V_ER0_AY1_AH0_T_IY0
プライベートエクイティー	private|equity	P_R_AY1_V_AH0_T|EH1_K_W_AH0_T_IY0
プレイ	play	P_L_EY1
デリケイト	delicate	D_EH1_L_AH0_K_AH0_T
フィッティングルーム	fitting|room	F_IH1_T_IH0_NG|R_UW1_M
アウェイクン	awaken	AH0_W_EY1_K_AH0_N
トリッパ	tripe	T_R_AY1_P
オースティン	austin	AO1_S_T_AH0_N
リアルファイト	real|fight	R_IY1_L|F_AY1_T
ウエディング	wedding	W_EH1_D_IH0_NG
チェックアンドバランス	check|and|balance	CH_EH1_K|AH0_N_D|B_AE1_L_AH0_N_S
エージェント	agent	EY1_JH_AH0_N_T
グレーシャー	glacier	G_L_EY1_SH_ER0
フィル	fill	F_IH1_L
トイプードル	toy|poodle	T_OY1|P_UW1_D_AH0_L
アクティブセーフティー	active|safety	AE1_K_T_IH0_V|S_EY1_F_T_IY0
アイソトニック	isotonic	AY2_S_AH0_T_AA1_N_IH0_K
コンビニエンスフード	convenience|food	K_AH0_N_V_IY1_N_Y_AH0_N_S|F_UW1_D
パープル	purple	P_ER1_P_AH0_L
ディレクターズカット	director's|cut	D_AY0_R_EH1_K_T_ER0_Z|K_AH1_T
ヴァルキューレ	walkure	W_AO1_K_Y_ER0
フロッピーディスク	floppy|disk	F_L_AA1_P_IY0|D_IH1_S_K
ウースターソース	worcester|sauce	W_UH1_S_T_ER0|S_AO1_S
リアクション	reaction	R_IY0_AE1_K_SH_AH0_N
フェータリスト	fatalist	F_EY1_T_AH0_L_IH0_S_T
ヨルダン	jordan	JH_AO1_R_D_AH0_N
クレソン	cresson	K_R_EH1_S_AH0_N
サージェリー	surgery	S_ER1_JH_ER0_IY0
モダニスト	modernist	M_AA1_D_ER0_N_IH0_S_T
フィーチャーフォン	feature|phone	F_IY1_CH_ER0|F_OW1_N
ノッキング	knocking	N_AA1_K_IH0_NG
ファンシーショップ	fancy|shop	F_AE1_N_S_IY0|SH_AA1_P
アドレッシングモード	addressing|mode	AE0_D_R_EH1_S_IH0_NG|M_OW1_D
パスフレーズ	pass|phrase	P_AE1_S|F_R_EY1_Z
ミニセットアップ	mini|setup	M_IH1_N_IY0|S_EH1_T_AH2_P
プレパラトリースクール	preparatory|school	P_R_IH0_P_EH1_R_AH0_T_AO2_R_IY0|S_K_UW1_L
アクセスブロック	access|block	AE1_K_S_EH2_S|B_L_AA1_K
タイトルリージョン	title|region	T_AY1_T_AH0_L|R_IY1_JH_AH0_N
クリーンエネルギー	clean|energy	K_L_IY1_N|EH1_N_ER0_JH_IY0
ライトプロテクト	write|protect	R_AY1_T|P_R_AH0_T_EH1_K_T
アフガンハウンド	afghan|hound	AE1_F_G_AE2_N|HH_AW1_N_D
アジリティー	agility	AH0_JH_IH1_L_AH0_T_IY0
レシチン	lecithin	L_EH1_S_AH0_TH_AH0_N
フルオートマチック	full|automatic	F_UH1_L|AO2_T_AH0_M_AE1_T_IH0_K
リディア	lydia	L_IH1_D_IY0_AH0
ユニバーサル	universal	Y_UW2_N_AH0_V_ER1_S_AH0_L
アグレッシン	aggression	AH0_G_R_EH1_SH_AH0_N
イングリッシュホーン	english|horn	IH1_NG_G_L_IH0_SH|HH_AO1_R_N
ネイティブランゲージ	native|language	N_EY1_T_IH0_V|L_AE1_NG_G_W_AH0_JH
アベイラブル	available	AH0_V_EY1_L_AH0_B_AH0_L
ノースダコタ	north|dakota	N_AO1_R_TH|D_AH0_K_OW1_T_AH0
ティーチャ	teacher	T_IY1_CH_ER0
アンギュラー	angular	AE1_NG_G_Y_AH0_L_ER0
テクニクス	technics	T_EH1_K_N_IH0_K_S
マルクシズム	marxism	M_AA1_R_K_S_IH0_Z_AH0_M
プラクティカル	practical	P_R_AE1_K_T_IH0_K_AH0_L
アビエーション	aviation	EY2_V_IY0_EY1_SH_AH0_N
ハーフウェイライン	halfway|line	HH_AE1_F_W_EY1|L_AY1_N
トーナメント	tournament	T_UH1_R_N_AH0_M_AH0_N_T
パッキング	packing	P_AE1_K_IH0_NG
スポーツ	sport	S_P_AO1_R_T
アプリケーションプログラムパッケージ	application|program|package	AE2_P_L_AH0_K_EY1_SH_AH0_N|P_R_OW1_G_R_AE2_M|P_AE1_K_AH0_JH
スタッフドオリーブ	stuffed|olive	S_T_AH1_F_T|AA1_L_IH0_V
シルフ	sylph	S_IH1_L_F
フィクサチーフ	fixative	F_IH1_K_S_AH0_T_IH0_V
クリアー	clear	K_L_IH1_R
ガラスウール	glass|wool	G_L_AE1_S|W_UH1_L
レイア	rare	R_EH1_R
ユニゾン	unison	Y_UW1_N_AH0_S_AH0_N
コネクタ	connector	K_AH0_N_EH1_K_T_ER0
ウエストコースト	west|coast	W_EH1_S_T|K_OW1_S_T
レストハウス	rest|house	R_EH1_S_T|HH_AW1_S
パリコレクション	paris|collection	P_EH1_R_IH0_S|K_AH0_L_EH1_K_SH_AH0_N
カプセル	capsule	K_AE1_P_S_AH0_L
オールトーキー	all|talkie	AO1_L|T_AO1_K_IY0
ラジエーション	radiation	R_EY2_D_IY0_EY1_SH_AH0_N
ワールドシリーズ	world|series	W_ER1_L_D|S_IH1_R_IY0_Z
フォントエディタ	font|editor	F_AA1_N_T|EH1_D_AH0_T_ER0
トラヒックタイプ	traffic|type	T_R_AE1_F_IH0_K|T_AY1_P
バイオセンサー	biosensor	B_AY2_OW0_S_EH1_N_S_ER0
シンプルステートメント	simple|statement	S_IH1_M_P_AH0_L|S_T_EY1_T_M_AH0_N_T
スプロール	sprawl	S_P_R_AO1_L
ディスクトップ	desktop	D_EH1_S_K_T_AA2_P
ロータス	lotus	L_OW1_T_AH0_S
プロフェッション	profession	P_R_AH0_F_EH1_SH_AH0_N
レベリング	leveling	L_EH1_V_AH0_L_IH0_NG
エレクト	erect	IH0_R_EH1_K_T
スタグネーション	stagnation	S_T_AE0_G_N_EY1_SH_AH0_N
ラプス	lapse	L_AE1_P_S
スコピエ	skopje	S_K_AO1_P_Y_EH2
マネーロンダリング	money|laundering	M_AH1_N_IY0|L_AO1_N_D_ER0_IH0_NG
アスピレイション	aspiration	AE2_S_P_ER0_EY1_SH_AH0_N
イラプション	eruption	IY2_R_AH1_P_SH_AH0_N
ローファット	low|fat	L_OW1|F_AE1_T
アウトリーチ	outreach	AW1_T_R_IY2_CH
コモディティー	commodity	K_AH0_M_AA1_D_AH0_T_IY0
ギミック	gimmick	G_IH1_M_IH0_K
オープンカー	open|car	OW1_P_AH0_N|K_AA1_R
アップワードコンパチブル	upward|compatibility	AH1_P_W_ER0_D|K_AH0_M_P_AE2_T_AH0_B_IH1_L_AH0_T_IY2
システムズネットワークアーキテクチャ	systems|network|architecture	S_IH1_S_T_AH0_M_Z|N_EH1_T_W_ER2_K|AA1_R_K_AH0_T_EH2_K_CH_ER0
レシテーション	recitation	R_EH2_S_AH0_T_EY1_SH_AH0_N
セクレタリー	secretary	S_EH1_K_R_AH0_T_EH2_R_IY0
デジタルレコーディング	digital|recording	D_IH1_JH_AH0_T_AH0_L|R_AH0_K_AO1_R_D_IH0_NG
セクシズム	sexism	S_EH1_K_S_IH0_Z_AH0_M
フェデラルファンド	federal|fund	F_EH1_D_ER0_AH0_L|F_AH1_N_D
ロスト	lost	L_AO1_S_T
トランシルバニア	transylvania	T_R_AE2_N_Z_IY0_L_V_EY1_N_IY0_AH0
ストリーマーフライ	streamer|fly	S_T_R_IY1_M_ER0|F_L_AY1
コアラ	koala	K_OW0_AA1_L_AH0
ゲージブロック	gauge|block	G_EY1_JH|B_L_AA1_K
ダック	dock	D_AA1_K
サウナ	sauna	S_AO1_N_AH0
ピンタ	pinta	P_IH1_N_T_AH0
コンベアー	conveyor	K_AH0_N_V_EY1_ER0
インストゥメンタル	instrumental	IH2_N_S_T_R_AH0_M_EH1_N_T_AH0_L
ノンチャラン	nonchalant	N_AA2_N_SH_AH0_L_AA1_N_T
アーカイバル	archival	AA0_R_K_AY1_V_AH0_L
